['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:32.317702', 0.0008914470672607422, 1.4044334888458252, 1.405324935913086]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:28:34.357696', 0.0005354881286621094, 1.3824739456176758, 1.383009433746338]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:36.459944', 0.0007658004760742188, 1.4530088901519775, 1.4537746906280518]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:28:38.495341', 0.0005235671997070312, 1.4689059257507324, 1.4694294929504395]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:28:40.566464', 0.0009517669677734375, 1.4355006217956543, 1.4364523887634277]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:42.580393', 0.0008745193481445312, 1.3948814868927002, 1.3957560062408447]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:28:44.643257', 0.0003707408905029297, 1.4153802394866943, 1.4157509803771973]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:28:46.599382', 0.0008463859558105469, 1.4253287315368652, 1.4261751174926758]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:28:48.574912', 0.0003719329833984375, 1.5270717144012451, 1.5274436473846436]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:50.594972', 0.0008652210235595703, 1.365434169769287, 1.3662993907928467]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:28:52.583907', 0.0009768009185791016, 1.3243587017059326, 1.3253355026245117]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:54.631385', 0.0003485679626464844, 1.4281699657440186, 1.428518533706665]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:28:56.627775', 0.0009229183197021484, 1.4156622886657715, 1.4165852069854736]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:28:58.574518', 0.0005056858062744141, 1.3364052772521973, 1.3369109630584717]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:00.553086', 0.0008440017700195312, 1.4097983837127686, 1.410642385482788]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:02.526870', 0.0004334449768066406, 1.4057886600494385, 1.4062221050262451]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:29:04.538643', 0.0008425712585449219, 1.3772265911102295, 1.3780691623687744]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:06.464061', 0.0006096363067626953, 1.420501947402954, 1.4211115837097168]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:08.475649', 0.00034928321838378906, 1.4785501956939697, 1.4788994789123535]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:10.441137', 0.0007450580596923828, 1.4467072486877441, 1.4474523067474365]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:12.444379', 0.0009603500366210938, 1.4771184921264648, 1.478078842163086]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:14.445096', 0.0004119873046875, 1.5360615253448486, 1.5364735126495361]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:16.432417', 0.0007436275482177734, 1.413252592086792, 1.4139962196350098]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:18.464555', 0.00077056884765625, 1.4456140995025635, 1.4463846683502197]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:20.538024', 0.0003609657287597656, 1.4275007247924805, 1.4278616905212402]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:22.461689', 0.0008959770202636719, 1.4656827449798584, 1.466578722000122]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:24.492767', 0.0008230209350585938, 1.5526103973388672, 1.5534334182739258]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:26.489292', 0.0003592967987060547, 1.4638488292694092, 1.4642081260681152]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:28.488316', 0.0007150173187255859, 1.4571037292480469, 1.4578187465667725]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:29:30.444917', 0.0003724098205566406, 1.3293511867523193, 1.329723596572876]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:29:32.485884', 0.0003714561462402344, 1.416588544845581, 1.4169600009918213]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:34.589844', 0.0008943080902099609, 1.502112865447998, 1.503007173538208]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:29:36.621896', 0.00039076805114746094, 1.387202262878418, 1.3875930309295654]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:29:38.695687', 0.0009567737579345703, 1.39979887008667, 1.4007556438446045]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:40.710042', 0.0008907318115234375, 1.4155380725860596, 1.416428804397583]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:42.774372', 0.00039196014404296875, 1.4645049571990967, 1.4648969173431396]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:44.728338', 0.0008454322814941406, 1.5349903106689453, 1.5358357429504395]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:29:46.704802', 0.0007827281951904297, 1.4395155906677246, 1.440298318862915]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:48.724157', 0.0008237361907958984, 1.3959405422210693, 1.3967642784118652]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:29:50.712208', 0.0003662109375, 1.4306082725524902, 1.4309744834899902]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:29:52.761785', 0.0003724098205566406, 1.3395130634307861, 1.3398854732513428]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:29:54.758118', 0.0003762245178222656, 1.4395506381988525, 1.4399268627166748]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:29:56.704531', 0.0008447170257568359, 1.3381917476654053, 1.339036464691162]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:29:58.682646', 0.0009374618530273438, 1.3075120449066162, 1.3084495067596436]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:00.656723', 0.0008263587951660156, 1.4243221282958984, 1.4251484870910645]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:02.669062', 0.0007860660552978516, 1.487067461013794, 1.4878535270690918]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:04.594889', 0.0007860660552978516, 1.5006580352783203, 1.5014441013336182]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:06.605846', 0.0008680820465087891, 1.4446499347686768, 1.4455180168151855]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:08.570587', 0.0010480880737304688, 1.329488754272461, 1.3305368423461914]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:30:10.574099', 0.00038123130798339844, 1.4310476779937744, 1.4314289093017578]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:30:12.579188', 0.0007920265197753906, 1.4313023090362549, 1.4320943355560303]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:14.563949', 0.0007946491241455078, 1.3992066383361816, 1.4000012874603271]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:16.596158', 0.0008862018585205078, 1.4579906463623047, 1.4588768482208252]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:18.672763', 0.0008540153503417969, 1.4053535461425781, 1.40620756149292]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:20.592472', 0.00037670135498046875, 1.4220936298370361, 1.4224703311920166]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:30:22.624591', 0.0009214878082275391, 1.3515188694000244, 1.352440357208252]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:24.624428', 0.0007576942443847656, 1.4814972877502441, 1.482254981994629]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:26.620189', 0.0007596015930175781, 1.4414401054382324, 1.44219970703125]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:28.576836', 0.00041222572326660156, 1.331022024154663, 1.3314342498779297]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:30.621339', 0.0008754730224609375, 1.3038115501403809, 1.3046870231628418]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:32.722222', 0.0008764266967773438, 1.41184401512146, 1.4127204418182373]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:34.756087', 0.0007922649383544922, 1.5145316123962402, 1.5153238773345947]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:36.826000', 0.0007948875427246094, 1.5242605209350586, 1.5250554084777832]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:38.840795', 0.0008981227874755859, 1.290205955505371, 1.2911040782928467]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:40.906220', 0.0008649826049804688, 1.4844388961791992, 1.4853038787841797]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:42.859512', 0.0009565353393554688, 1.3174035549163818, 1.3183600902557373]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:44.835696', 0.0008120536804199219, 1.376755714416504, 1.3775677680969238]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:46.854633', 0.0007946491241455078, 1.3537495136260986, 1.3545441627502441]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:30:48.843517', 0.0008263587951660156, 1.3254196643829346, 1.3262460231781006]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:30:50.894124', 0.0009503364562988281, 1.4051876068115234, 1.4061379432678223]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:30:52.888893', 0.0007948875427246094, 1.4663207530975342, 1.4671156406402588]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:54.836401', 0.0008072853088378906, 1.5026352405548096, 1.5034425258636475]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:30:56.812022', 0.0003905296325683594, 1.4835731983184814, 1.4839637279510498]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:30:58.789067', 0.0008058547973632812, 1.4408595561981201, 1.4416654109954834]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:00.801443', 0.0008740425109863281, 1.3079333305358887, 1.308807373046875]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:02.726591', 0.0003845691680908203, 1.4763386249542236, 1.4767231941223145]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:04.738657', 0.0008292198181152344, 1.3370513916015625, 1.3378806114196777]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:31:06.703480', 0.0003681182861328125, 1.3776044845581055, 1.3779726028442383]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:08.707495', 0.0009226799011230469, 1.2888967990875244, 1.2898194789886475]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:31:10.712474', 0.0008153915405273438, 1.4458320140838623, 1.4466474056243896]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:12.696985', 0.0003402233123779297, 1.4566948413848877, 1.4570350646972656]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:14.731096', 0.0010442733764648438, 1.320058822631836, 1.3211030960083008]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:16.807097', 0.0009341239929199219, 1.5200254917144775, 1.5209596157073975]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:18.727783', 0.0003428459167480469, 1.4577085971832275, 1.4580514430999756]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:31:20.760862', 0.0008215904235839844, 1.4400303363800049, 1.4408519268035889]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:31:22.760354', 0.0006000995635986328, 1.3721733093261719, 1.3727734088897705]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:24.756116', 0.00039458274841308594, 1.4638934135437012, 1.4642879962921143]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:26.714435', 0.0008630752563476562, 1.3808343410491943, 1.381697416305542]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:31:28.753658', 0.0003509521484375, 1.4484469890594482, 1.4487979412078857]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:31:30.856694', 0.0009074211120605469, 1.4192631244659424, 1.420170545578003]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:32.892194', 0.0009238719940185547, 1.4137980937957764, 1.414721965789795]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:34.961044', 0.0003871917724609375, 1.453798532485962, 1.4541857242584229]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:36.976945', 0.0009009838104248047, 1.5105209350585938, 1.5114219188690186]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:39.041734', 0.0007243156433105469, 1.4377760887145996, 1.4385004043579102]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:40.995450', 0.0009124279022216797, 1.2930939197540283, 1.29400634765625]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:31:42.972442', 0.0009367465972900391, 1.32761549949646, 1.32855224609375]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:44.991140', 0.0007579326629638672, 1.4565680027008057, 1.4573259353637695]
["I sometimes drink beer. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer or not. I'm not sure if I'm drinking beer", '2023-09-11T21:31:46.978905', 0.00035262107849121094, 1.5052406787872314, 1.5055932998657227]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:49.028744', 0.0007810592651367188, 1.299602746963501, 1.3003838062286377]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:31:51.023862', 0.0007677078247070312, 1.4091167449951172, 1.4098844528198242]
["Do you like it? What's the price?\n\nI'm not sure. I'm not sure if I like it or not. I'm not sure if I like it or not.\n\nI'm not sure if I like it or", '2023-09-11T21:31:52.971484', 0.0008771419525146484, 1.3330564498901367, 1.3339335918426514]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:54.949848', 0.0009768009185791016, 1.4038078784942627, 1.4047846794128418]
['The store opens at 10 A.M. on Saturday, May 4.\n\nThe store is open to the public from 10 a.m. to 5 p.m.\n\nThe store is open to the public from 10 a.m', '2023-09-11T21:31:56.922601', 0.0004048347473144531, 1.3548595905303955, 1.35526442527771]
['"Come tomorrow, if possible."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"I\'ll be there."\n\n"', '2023-09-11T21:31:58.936646', 0.0009300708770751953, 1.4046673774719238, 1.405597448348999]
['My house is near my school. I have a lot of friends there. I have a lot of friends who are in the military. I have a lot of friends who are in the military. I have a lot of friends who are in the military', '2023-09-11T21:32:00.862586', 0.0004067420959472656, 1.403512716293335, 1.4039194583892822]
